"u_number","display_name","software_model","product_type","po_number","end_date","u_country","location","u_reseller","purchase_date","purchased_rights","rights","cost","invoice_number","agreement_type"
"SE0021181","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500273909","","CANADA","Toronto - 5140 Yonge","","2022-05-20","1","1","MXN0.00","","Generic"
"SE0021643","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","","","","","","","40","40","MXN8,022,793.54","","Generic"
"SE0020550","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500280197","","CANADA","Toronto - 5140 Yonge","","2022-11-04","1","1","MXN0.00","","Generic"
"SE00105543","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910088","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-10","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105268","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909564","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-13","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021180","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500272791","","CANADA","Toronto - 5140 Yonge","","2022-04-26","4","4","MXN0.00","","Generic"
"SE0022073","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800039202","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-10-13","10","10","MXN3,595.00","","Generic"
"SE00105157","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909078","","THAILAND","Laem Chabang","SHI International Corp.","2022-10-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105875","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569911044","","THAILAND","Laem Chabang","SHI International Corp.","2023-09-08","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020531","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500277072","","CANADA","Toronto - 5140 Yonge","","2022-08-16","3","3","MXN0.00","","Generic"
"SE0020514","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500274404","","Canada","Newmarket","","2022-06-02","2","2","MXN0.00","","Generic"
"SE00106270","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180043965","","SINGAPORE","Singapore - 6 Serangoon","SHI INTERNATIONAL CORP.","2022-10-10","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE00105350","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909799","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106286","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044068","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-11-03","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE0021364","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800043011","","Canada","","","2024-04-02","1","1","MXN0.00","","Generic"
"SE00105179","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909298","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-28","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105803","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910659","","THAILAND","Laem Chabang","SHI International Corp.","2023-07-06","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021411","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","","","Canada","","","2023-11-25","0","0","MXN0.00","","Generic"
"SE0023542","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500297623 ","","UNITED STATES","Rancho Cucamonga","","","6","6","MXN0.00","","Generic"
"SE00105458","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909937","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-13","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0022075","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800038563","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-08-05","1","1","MXN359.50","","Generic"
"SE00105874","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910951","","THAILAND","Laem Chabang","SHI International Corp.","2023-08-28","2","2","MXN30,346.01","","Enterprise Agreement"
"SE00105092","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569907747","","THAILAND","Laem Chabang","SHI International Corp.","2022-03-31","1","1","MXN8,414.12","","Enterprise Agreement"
"SE00105376","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909798","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105340","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909758","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021323","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500299269","","Canada","Newmarket","","2024-04-02","1","1","MXN0.00","","Generic"
"SE00105440","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909964","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-17","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021325","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500299500","","Canada","","","2024-04-02","1","1","MXN0.00","","Generic"
"SE0020515","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500274631","","CANADA","Toronto - 5140 Yonge","","2022-06-08","1","1","MXN0.00","","Generic"
"SE00105042","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910205","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-04","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105113","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908244","","THAILAND","Laem Chabang","SHI International Corp.","2022-06-14","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105066","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569907642","","THAILAND","Laem Chabang","SHI International Corp.","2022-03-14","1","1","MXN8,414.12","","Enterprise Agreement"
"SE00104191","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000801204","","Malaysia","Penang","","","2","2","MXN0.00","","Microsoft Products and Services Agreement"
"SE00105478","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909995","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105719","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910331","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105709","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910330","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-22","2","2","MXN30,346.01","","Enterprise Agreement"
"SE00105348","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909758","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020591","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500286400","","Canada","Newmarket","","2023-04-06","1","1","MXN0.00","","Generic"
"SE0022555","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9799905202","","Malaysia","Johor Bahru - CJA","SHI Singapore Solutions PTE. LTD.","2024-09-16","1","1","MXN0.00","SGB00038668","Select License"
"SE00105479","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909995","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020654","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500292651","","Canada","Newmarket","","2023-09-08","5","5","MXN0.00","","Generic"
"SE00104168","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9799904693","","Malaysia","Johor Bahru - CJA","SHI SINGAPORE SOLUTIONS PTE. LTD.","2023-04-21","19","19","MXN143,055.15","SGB00028186","Select License"
"SE0020667","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500003456","","CANADA","Toronto - 5140 Yonge","","2023-11-23","0","0","MXN0.00","","Generic"
"SE0021023","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800038127","","Mexico","Monterrey - Agua Fria","","2022-04-14","1","1","MXN0.00","","Generic"
"SE00105201","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909378","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-09","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105182","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909286","","THAILAND","Laem Chabang","SHI International Corp.","2022-11-24","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021358","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800042885","","CANADA","Toronto - 5140 Yonge","","2024-04-02","7","7","MXN0.00","","Generic"
"SE00105321","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909702","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-06","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105081","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569907956","","THAILAND","Laem Chabang","SHI International Corp.","2022-05-06","1","1","MXN8,414.12","","Enterprise Agreement"
"SE0020635","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500290652","","Canada","Newmarket","","2023-07-18","2","2","MXN0.00","","Generic"
"SE00105576","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910167","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-26","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021722","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800042998","","","","","","1","1","MXN0.00","","Generic"
"SE00105691","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910311","","Laos","Laos","SHI International Corp.","2023-05-18","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0021860","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569912542","","THAILAND","Laem Chabang","","","11","11","MXN83,451.52","","Generic"
"SE0021666","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800038639","","CANADA","Toronto - 5140 Yonge","","","1","1","MXN0.00","","Generic"
"SE00105771","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910556","","THAILAND","Laem Chabang","SHI International Corp.","2023-06-19","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105022","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569911090","","Laos","Laos","SHI International Corp.","2023-09-18","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020534","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500277335","","Canada","Newmarket","","2022-08-24","1","1","MXN0.00","","Generic"
"SE0021818","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800042885","","UNITED STATES","Remote Employee US","SHI","2024-06-17","91","91","MXN612,418.25","","Generic"
"SE00105663","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910272","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-11","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020903","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500291050","","","Merrimack","","2023-07-27","1","1","MXN0.00","","Generic"
"SE00104998","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910563","","Laos","Laos","SHI International Corp.","2023-06-20","4","4","MXN121,384.03","","Enterprise Agreement"
"SE00106284","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044062","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2022-11-02","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE00105910","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569911242","","THAILAND","Laem Chabang","SHI International Corp.","2023-10-12","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020011","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","","","","","","","1","1","MXN0.00","","Generic"
"SE00105328","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909759","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-15","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020513","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5500274132","","CANADA","Toronto - 5140 Yonge","","2022-05-26","1","1","MXN0.00","","Generic"
"SE00105039","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910205","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-04","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0020826","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9000801339","","Malaysia","Penang","","2023-12-06","13","13","MXN0.00","","Generic"
"SE00105281","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909604","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-20","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105608","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910204","","THAILAND","Laem Chabang","SHI International Corp.","2023-05-04","1","1","MXN7,586.50","","Enterprise Agreement"
"SE0022049","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","8200000219","","Malaysia","Kulim 2","","","1","1","MXN0.00","","Generic"
"SE0020775","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","7600004459","","Malaysia","Kulim","","2022-12-12","1","1","MXN0.00","","Generic"
"SE00105648","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910221","","Laos","Laos","SHI International Corp.","2023-05-05","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105759","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910423","","THAILAND","Laem Chabang","SHI International Corp.","2023-06-01","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105397","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909799","","THAILAND","Laem Chabang","SHI International Corp.","2023-02-22","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00106305","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","9180044928","","SINGAPORE","Singapore - 35 Marsiling","SHI INTERNATIONAL CORP.","2023-06-12","1","1","MXN6,720.51","","Enterprise License Agreement (ELA)"
"SE0022077","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","5800038517","","Mexico","Monterrey – Apodaca","SHI CANADA ULC","2022-06-10","1","1","MXN359.50","","Generic"
"SE00105273","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909563","","THAILAND","Laem Chabang","SHI International Corp.","2023-01-13","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105538","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910089","","THAILAND","Laem Chabang","SHI International Corp.","2023-04-10","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105517","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910034","","THAILAND","Laem Chabang","SHI International Corp.","2023-03-31","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105237","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569909498","","THAILAND","Laem Chabang","SHI International Corp.","2022-12-27","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105139","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569908637","","THAILAND","Laem Chabang","SHI International Corp.","2022-08-16","1","1","MXN7,586.50","","Enterprise Agreement"
"SE00105013","MICROSOFT Office 2021 Standard LTSC","MICROSOFT Office 2021 Standard LTSC","Perpetual","3569910737","","THAILAND","Laem Chabang","SHI International Corp.","2023-07-19","1","1","MXN7,586.50","","Enterprise Agreement"
